time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00472,0.00277,1.00000
1.25000,0.51545,0.32142,1.00000
1.50000,0.57510,0.43388,1.00000
1.75000,0.57493,0.43371,1.00000
2.00000,0.57442,0.43378,1.00000
2.25000,0.57326,0.43455,1.00000
2.50000,0.57427,0.43394,1.00000
2.75000,0.57471,0.43464,1.00000
3.00000,0.57328,0.43400,1.00000
3.25000,0.57684,0.43202,1.00000
3.50000,0.57588,0.43447,1.00000
3.75000,0.57387,0.43780,1.00000
4.00000,0.57436,0.43597,1.00000
4.25000,0.57497,0.43343,1.00000
4.50000,0.57815,0.43132,1.00000
4.75000,0.57581,0.43234,1.00000
5.00000,0.57819,0.43120,1.00000
5.25000,0.58011,0.42958,1.00000
5.50000,0.57443,0.43424,1.00000
5.75000,0.57636,0.43230,1.00000
6.00000,0.57890,0.42984,1.00000
6.25000,0.57488,0.43221,1.00000
6.50000,0.57925,0.42905,1.00000
6.75000,0.57510,0.43149,1.00000
7.00000,0.57985,0.42988,1.00000
7.25000,0.57858,0.42803,1.00000
7.50000,0.57708,0.43055,1.00000
7.75000,0.57514,0.43390,1.00000
8.00000,0.57870,0.42921,1.00000
8.25000,0.57674,0.43296,1.00000
8.50000,0.57336,0.43413,1.00000
8.75000,0.57612,0.43084,1.00000
9.00000,0.57661,0.43529,1.00000
9.25000,0.57739,0.43027,1.00000
9.50000,0.57429,0.43521,1.00000
9.75000,0.57792,0.43055,1.00000
10.00000,0.57470,0.43400,1.00000
10.25000,0.57732,0.43123,1.00000
10.50000,0.57226,0.43724,1.00000
10.75000,0.57396,0.43494,1.00000
11.00000,0.57746,0.43038,1.00000
11.25000,0.57902,0.42989,1.00000
11.50000,0.57538,0.43152,1.00000
11.75000,0.57483,0.43534,1.00000
12.00000,0.57961,0.43032,1.00000
12.25000,0.57500,0.43344,1.00000
12.50000,0.58135,0.42642,1.00000
12.75000,0.58001,0.43031,1.00000
13.00000,0.57420,0.43371,1.00000
13.25000,0.57364,0.43296,1.00000
13.50000,0.57631,0.43337,1.00000
13.75000,0.57652,0.43407,1.00000
14.00000,0.57467,0.43285,1.00000
14.25000,0.57711,0.43272,1.00000
14.50000,0.57808,0.42839,1.00000
14.75000,0.57604,0.43215,1.00000
15.00000,0.57764,0.43144,1.00000
15.25000,0.57454,0.43212,1.00000
15.50000,0.57218,0.43554,1.00000
15.75000,0.57391,0.43299,1.00000
16.00000,0.57582,0.43061,1.00000
16.25000,0.57477,0.43256,1.00000
16.50000,0.57659,0.42837,1.00000
16.75000,0.57618,0.43175,1.00000
17.00000,0.57478,0.43480,1.00000
17.25000,0.57262,0.43345,1.00000
17.50000,0.57547,0.43385,1.00000
17.75000,0.57474,0.43283,1.00000
18.00000,0.57882,0.43112,1.00000
18.25000,0.57703,0.43350,1.00000
18.50000,0.57533,0.43377,1.00000
18.75000,0.57971,0.42799,1.00000
19.00000,0.58009,0.42799,1.00000
19.25000,0.57923,0.42895,1.00000
19.50000,0.57547,0.43181,1.00000
19.75000,0.57824,0.43305,1.00000
20.00000,0.57807,0.43028,1.00000
20.25000,0.57519,0.43403,1.00000
20.50000,0.57345,0.43630,1.00000
20.75000,0.57680,0.43294,1.00000
21.00000,0.57538,0.43281,1.00000
21.25000,0.57481,0.43339,1.00000
21.50000,0.57410,0.43397,1.00000
21.75000,0.57672,0.43160,1.00000
22.00000,0.57714,0.43244,1.00000
22.25000,0.57758,0.43046,1.00000
22.50000,0.57665,0.43035,1.00000
22.75000,0.57415,0.43225,1.00000
23.00000,0.57532,0.43331,1.00000
23.25000,0.58164,0.42983,1.00000
23.50000,0.57680,0.43330,1.00000
23.75000,0.57609,0.43185,1.00000
24.00000,0.57477,0.43261,1.00000
24.25000,0.58161,0.42653,1.00000
24.50000,0.57401,0.43362,1.00000
24.75000,0.57609,0.43072,1.00000
