time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00481,0.00288,1.00000
1.25000,0.48545,0.39073,1.00000
1.50000,0.57771,0.43216,1.00000
1.75000,0.57690,0.43155,1.00000
2.00000,0.57759,0.43214,1.00000
2.25000,0.57802,0.43213,1.00000
2.50000,0.57818,0.42837,1.00000
2.75000,0.57362,0.43232,1.00000
3.00000,0.57572,0.43262,1.00000
3.25000,0.57780,0.43036,1.00000
3.50000,0.58032,0.42661,1.00000
3.75000,0.57477,0.43512,1.00000
4.00000,0.57624,0.43225,1.00000
4.25000,0.57898,0.42865,1.00000
4.50000,0.57582,0.43335,1.00000
4.75000,0.57594,0.43414,1.00000
5.00000,0.57661,0.43061,1.00000
5.25000,0.57857,0.42917,1.00000
5.50000,0.57852,0.43250,1.00000
5.75000,0.57839,0.42933,1.00000
6.00000,0.57723,0.43168,1.00000
6.25000,0.57509,0.43222,1.00000
6.50000,0.57855,0.43224,1.00000
6.75000,0.57676,0.43147,1.00000
7.00000,0.57831,0.42986,1.00000
7.25000,0.57528,0.43330,1.00000
7.50000,0.57834,0.42958,1.00000
7.75000,0.57517,0.43416,1.00000
8.00000,0.57656,0.43213,1.00000
8.25000,0.57651,0.43332,1.00000
8.50000,0.57239,0.43332,1.00000
8.75000,0.57520,0.42972,1.00000
9.00000,0.57696,0.43195,1.00000
9.25000,0.57367,0.43509,1.00000
9.50000,0.57585,0.43218,1.00000
9.75000,0.57367,0.43260,1.00000
10.00000,0.58058,0.43017,1.00000
10.25000,0.57832,0.42997,1.00000
10.50000,0.57866,0.43214,1.00000
10.75000,0.57823,0.42947,1.00000
11.00000,0.57791,0.43161,1.00000
11.25000,0.57738,0.43337,1.00000
11.50000,0.57620,0.43382,1.00000
11.75000,0.57353,0.43303,1.00000
12.00000,0.57364,0.43394,1.00000
12.25000,0.58229,0.42912,1.00000
12.50000,0.57318,0.43412,1.00000
12.75000,0.57694,0.43201,1.00000
13.00000,0.57626,0.43182,1.00000
13.25000,0.57850,0.42884,1.00000
13.50000,0.57761,0.42994,1.00000
13.75000,0.57615,0.42843,1.00000
14.00000,0.57516,0.43415,1.00000
14.25000,0.57032,0.43419,1.00000
14.50000,0.57995,0.42984,1.00000
14.75000,0.57433,0.43294,1.00000
15.00000,0.57610,0.43345,1.00000
15.25000,0.57334,0.43347,1.00000
15.50000,0.57912,0.42993,1.00000
15.75000,0.57950,0.43063,1.00000
16.00000,0.57822,0.42878,1.00000
16.25000,0.57621,0.43252,1.00000
16.50000,0.57054,0.43503,1.00000
16.75000,0.57797,0.43314,1.00000
17.00000,0.57410,0.43454,1.00000
17.25000,0.58007,0.42849,1.00000
17.50000,0.57420,0.43429,1.00000
17.75000,0.58021,0.42891,1.00000
18.00000,0.57741,0.43098,1.00000
18.25000,0.57730,0.43166,1.00000
18.50000,0.57574,0.43471,1.00000
18.75000,0.57487,0.43282,1.00000
19.00000,0.58129,0.42843,1.00000
19.25000,0.57675,0.43113,1.00000
19.50000,0.57907,0.42974,1.00000
19.75000,0.57856,0.43063,1.00000
20.00000,0.57987,0.42815,1.00000
20.25000,0.57597,0.43213,1.00000
20.50000,0.57861,0.42974,1.00000
20.75000,0.57704,0.43234,1.00000
21.00000,0.57537,0.43265,1.00000
21.25000,0.57905,0.43105,1.00000
21.50000,0.57403,0.43164,1.00000
21.75000,0.57845,0.42974,1.00000
22.00000,0.57702,0.43263,1.00000
22.25000,0.57525,0.43188,1.00000
22.50000,0.57590,0.43118,1.00000
22.75000,0.57353,0.43169,1.00000
23.00000,0.57736,0.43118,1.00000
23.25000,0.58026,0.42769,1.00000
23.50000,0.57412,0.43588,1.00000
23.75000,0.57680,0.43029,1.00000
24.00000,0.57625,0.42995,1.00000
24.25000,0.57769,0.43159,1.00000
24.50000,0.57406,0.43532,1.00000
24.75000,0.57935,0.43359,1.00000
