time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00472,0.00277,0.75039
1.25000,0.83199,0.60342,0.79610
1.50000,0.86148,0.81835,0.80473
1.75000,0.84680,0.82394,0.80930
2.00000,0.85578,0.81985,0.81649
2.25000,0.81222,0.83156,0.81262
2.50000,0.83157,0.82652,0.81363
2.75000,0.85026,0.82206,0.81927
3.00000,0.81343,0.83275,0.81541
3.25000,0.83243,0.82975,0.81594
3.50000,0.82686,0.82646,0.81603
3.75000,0.84168,0.82834,0.81869
4.00000,0.81568,0.83080,0.81567
4.25000,0.83373,0.82569,0.81728
4.50000,0.81153,0.83405,0.81277
4.75000,0.82364,0.82671,0.81216
5.00000,0.82898,0.82702,0.81255
5.25000,0.82326,0.83181,0.81084
5.50000,0.83049,0.82812,0.81131
5.75000,0.81948,0.82923,0.80936
6.00000,0.84274,0.82374,0.81316
6.25000,0.82562,0.82889,0.81251
6.50000,0.83620,0.82515,0.81472
6.75000,0.82854,0.82957,0.81451
7.00000,0.82228,0.82914,0.81314
7.25000,0.83718,0.82706,0.81516
7.50000,0.81977,0.82845,0.81343
7.75000,0.82815,0.82607,0.81384
8.00000,0.82594,0.82898,0.81323
8.25000,0.82542,0.83042,0.81223
8.50000,0.82768,0.82743,0.81228
8.75000,0.83817,0.82566,0.81478
9.00000,0.82444,0.83005,0.81366
9.25000,0.83753,0.82642,0.81588
9.50000,0.81628,0.82932,0.81328
9.75000,0.83120,0.82641,0.81423
10.00000,0.82970,0.82823,0.81453
10.25000,0.81017,0.83121,0.81032
10.50000,0.84070,0.82621,0.81322
10.75000,0.82138,0.82773,0.81195
11.00000,0.84186,0.82791,0.81474
11.25000,0.82436,0.83101,0.81341
11.50000,0.82597,0.82893,0.81281
11.75000,0.83008,0.82499,0.81383
12.00000,0.83220,0.82893,0.81449
12.25000,0.82744,0.83124,0.81373
12.50000,0.83472,0.82898,0.81487
12.75000,0.83739,0.82660,0.81703
13.00000,0.82750,0.82821,0.81689
13.25000,0.83252,0.82854,0.81768
13.50000,0.82814,0.82824,0.81766
13.75000,0.81473,0.83313,0.81398
14.00000,0.81751,0.83092,0.81130
14.25000,0.82252,0.82870,0.81007
14.50000,0.83742,0.82586,0.81238
14.75000,0.82035,0.83080,0.81029
15.00000,0.84470,0.82403,0.81442
15.25000,0.82803,0.82786,0.81446
15.50000,0.82586,0.82829,0.81397
15.75000,0.82763,0.82714,0.81407
16.00000,0.82975,0.82599,0.81482
16.25000,0.82944,0.82607,0.81550
16.50000,0.81642,0.82759,0.81326
16.75000,0.82709,0.83271,0.81214
17.00000,0.82836,0.82835,0.81214
17.25000,0.82494,0.82868,0.81139
17.50000,0.83090,0.82988,0.81160
17.75000,0.82860,0.82439,0.81244
18.00000,0.81841,0.82784,0.81055
18.25000,0.82650,0.82673,0.81051
18.50000,0.82904,0.82732,0.81085
18.75000,0.83406,0.82683,0.81230
19.00000,0.83365,0.82720,0.81359
19.25000,0.82444,0.82711,0.81306
19.50000,0.82235,0.82913,0.81170
19.75000,0.83046,0.82790,0.81221
20.00000,0.82677,0.83008,0.81155
20.25000,0.82411,0.82794,0.81079
20.50000,0.83348,0.82827,0.81183
20.75000,0.82109,0.82556,0.81093
21.00000,0.83291,0.82702,0.81211
21.25000,0.83647,0.82941,0.81352
21.50000,0.83442,0.82517,0.81537
21.75000,0.83442,0.82268,0.81772
22.00000,0.82774,0.82759,0.81775
22.25000,0.81793,0.83026,0.81528
22.50000,0.81575,0.82991,0.81245
22.75000,0.83356,0.82632,0.81390
23.00000,0.81388,0.83111,0.81045
23.25000,0.84033,0.82652,0.81321
23.50000,0.83213,0.82868,0.81390
23.75000,0.83324,0.82757,0.81504
24.00000,0.83410,0.82891,0.81608
24.25000,0.84369,0.82158,0.82050
24.50000,0.81287,0.83226,0.81662
24.75000,0.81999,0.83226,0.81416
