time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,5805,0.3499,0.3336,0.4898,0.6960,0.8540,215.7120
1.5000,5819,0.3500,0.3338,0.4908,0.7013,1.0230,216.3200
1.7500,5810,0.3464,0.3318,0.4810,0.6739,0.8010,216.0320
2.0000,5814,0.3493,0.3322,0.4874,0.7213,0.8750,216.1280
2.2500,5816,0.3435,0.3271,0.4784,0.6793,0.9440,216.1600
2.5000,5813,0.3593,0.3425,0.5076,0.7130,0.8720,216.0320
2.7500,5808,0.3509,0.3361,0.4904,0.6843,0.8064,216.0000
3.0000,5819,0.3573,0.3385,0.5040,0.7329,1.2340,216.2880
3.2500,5817,0.3544,0.3369,0.4953,0.7360,1.1250,216.2560
3.5000,5814,0.3571,0.3375,0.5090,0.7293,0.9550,216.0640
3.7500,5812,0.3517,0.3333,0.4991,0.7131,0.8700,216.0960
4.0000,5816,0.3591,0.3409,0.5110,0.7330,0.9240,216.1280
4.2500,5809,0.3538,0.3349,0.4994,0.7270,1.2370,216.0000
4.5000,5817,0.3494,0.3324,0.4890,0.7090,0.8520,216.1600
4.7500,5811,0.3565,0.3383,0.5057,0.7280,0.8650,216.1280
5.0000,5814,0.3485,0.3316,0.4864,0.7130,1.0040,216.0960
5.2500,5806,0.3426,0.3271,0.4753,0.6910,0.8060,215.8080
5.5000,5823,0.3538,0.3365,0.4980,0.7150,0.8870,216.4480
5.7500,5814,0.3546,0.3385,0.4986,0.7139,0.8490,216.1600
6.0000,5812,0.3476,0.3326,0.4816,0.7043,0.8610,216.0320
6.2500,5818,0.3495,0.3345,0.4864,0.7000,0.8640,216.2240
6.5000,5812,0.3516,0.3368,0.4930,0.6820,0.8110,216.0960
6.7500,5811,0.3474,0.3312,0.4830,0.6990,0.8690,216.0320
7.0000,5817,0.3602,0.3405,0.5128,0.7456,1.2420,216.1600
7.2500,5815,0.3575,0.3392,0.5010,0.7160,1.3030,216.2560
7.5000,5814,0.3579,0.3424,0.4994,0.7059,0.9140,216.0000
7.7500,5812,0.3550,0.3365,0.4984,0.7426,1.2350,216.1600
8.0000,5818,0.3512,0.3371,0.4880,0.7059,0.8700,216.1600
