time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,4875,1.4542,0.3748,3.2863,4.2265,4.9016,185.7280
1.5000,4896,1.3349,0.3688,3.5985,4.6465,4.9185,186.6880
1.7500,4913,1.1439,0.3648,2.4963,3.1777,3.7811,187.4880
2.0000,4905,0.8763,0.3488,1.9411,2.8845,3.2621,187.0080
2.2500,4901,0.8126,0.3464,1.8684,2.7117,2.9491,186.9440
2.5000,4908,0.7836,0.3438,1.8069,2.2219,2.5077,187.1360
2.7500,4910,0.6833,0.3418,1.5262,1.8689,2.3607,187.2640
3.0000,4890,0.7028,0.3408,1.5747,1.9800,2.2143,186.4640
3.2500,4914,0.8184,0.3484,1.9069,2.2605,2.5333,187.4560
3.5000,4893,0.7741,0.3465,1.7535,2.3331,2.5476,186.5920
3.7500,4899,0.7429,0.3478,1.6853,2.1619,2.4400,186.8160
4.0000,4905,0.7023,0.3434,1.5615,2.0759,2.4111,187.0400
4.2500,4904,0.6937,0.3394,1.5733,1.9502,2.1726,187.0080
4.5000,4892,0.7249,0.3434,1.6415,2.0583,2.5473,186.5600
4.7500,4914,0.7394,0.3414,1.6207,2.6532,3.0793,187.4240
5.0000,4893,0.8091,0.3441,1.8576,2.2684,2.4203,186.5600
5.2500,4900,0.8081,0.3478,1.8111,2.3112,2.5970,186.8800
5.5000,4914,0.7535,0.3474,1.7122,2.3207,2.6916,187.4240
5.7500,4894,0.7362,0.3434,1.7130,2.2426,2.4633,186.5920
6.0000,4909,0.7708,0.3478,1.7983,2.1051,2.3220,187.2000
6.2500,4897,0.7447,0.3438,1.7181,2.1776,2.3511,186.7520
6.5000,4902,0.7105,0.3404,1.6390,2.1872,2.5444,186.9760
6.7500,4900,0.8155,0.3504,1.9516,2.5946,3.0974,186.8480
7.0000,4898,0.7820,0.3458,1.8546,2.3680,2.6216,186.7520
7.2500,4908,0.7430,0.3454,1.7245,2.1093,2.3420,187.1680
7.5000,4904,0.7700,0.3454,1.7730,2.2703,2.6953,187.0080
7.7500,4902,0.7446,0.3451,1.7079,2.0869,2.3993,186.9760
8.0000,4906,0.8239,0.3494,1.9671,2.5139,2.7551,187.0720
8.2500,4895,0.7193,0.3418,1.6150,2.0067,2.2216,186.7200
8.5000,4907,0.6541,0.3404,1.4686,1.8536,2.2921,187.0720
8.7500,4892,0.7413,0.3434,1.7146,2.0441,2.3373,186.5600
9.0000,4904,0.6985,0.3418,1.5835,2.2655,2.5133,187.0080
9.2500,4908,0.7438,0.3428,1.6726,2.2943,2.7353,187.2000
9.5000,4895,0.7835,0.3488,1.7979,2.2007,2.4360,186.6240
9.7500,4907,0.7437,0.3418,1.6760,2.1810,2.4730,187.2000
