time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,4868,1.4776,0.3788,3.6664,4.0697,4.2406,185.5040
1.5000,4909,1.0239,0.3588,2.4535,3.0019,3.2593,187.2320
1.7500,4907,0.8731,0.3544,2.1389,2.7116,2.9766,187.1360
2.0000,4908,0.8185,0.3504,1.9555,2.6412,2.9120,187.1680
2.2500,4903,0.7507,0.3474,1.7208,2.1621,2.3519,187.0080
2.5000,4901,0.7621,0.3438,1.7006,2.1113,2.3521,186.8800
2.7500,4902,0.8699,0.3524,2.0179,2.4534,2.7307,186.9760
3.0000,4903,0.7064,0.3424,1.6153,2.1361,2.4117,186.9440
3.2500,4901,0.7435,0.3451,1.7065,2.2949,2.5240,186.9120
3.5000,4897,0.7711,0.3454,1.7653,2.2354,2.5316,186.7520
3.7500,4908,0.7432,0.3435,1.7546,2.5593,2.9359,187.1040
4.0000,4904,0.7392,0.3394,1.7245,2.2152,2.7590,187.1040
4.2500,4893,0.7004,0.3481,1.5522,2.0655,2.3063,186.5600
4.5000,4909,0.8095,0.3424,1.9062,2.6355,2.9776,187.2320
4.7500,4899,0.7487,0.3488,1.7591,2.2244,2.4917,186.7840
5.0000,4906,0.7889,0.3464,1.7450,2.1803,2.3437,187.1040
5.2500,4899,0.8454,0.3494,1.8986,2.6923,3.0230,186.8480
5.5000,4901,0.7126,0.3428,1.6179,2.0343,2.2773,186.8480
5.7500,4910,0.7586,0.3464,1.6983,2.0376,2.2863,187.3280
6.0000,4899,0.6545,0.3364,1.4183,1.7759,1.9230,186.7840
6.2500,4902,0.8134,0.3500,1.8132,2.4592,2.7754,186.9440
6.5000,4902,0.7841,0.3454,1.8470,2.5726,3.1191,186.9120
6.7500,4901,0.7630,0.3414,1.7873,2.2293,2.6733,186.9440
7.0000,4899,0.7244,0.3481,1.6109,2.2557,2.7040,186.8480
7.2500,4902,0.7850,0.3475,1.8238,2.5123,2.8643,186.8800
7.5000,4904,0.7737,0.3468,1.7659,2.4562,2.6401,187.0400
7.7500,4894,0.8040,0.3511,1.8583,2.3335,2.5856,186.6560
8.0000,4916,0.7115,0.3404,1.5954,2.2020,2.5490,187.4560
8.2500,4901,0.6898,0.3404,1.5614,1.8753,2.1481,186.9440
8.5000,4897,0.7443,0.3451,1.6950,2.0540,2.3355,186.7200
8.7500,4900,0.7439,0.3451,1.6878,2.0123,2.1804,186.8480
9.0000,4904,0.8362,0.3474,1.9121,2.2773,2.4960,186.9440
9.2500,4901,0.7522,0.3418,1.7138,2.1196,2.3616,186.9440
9.5000,4894,0.7557,0.3411,1.7979,2.2297,2.4969,186.6880
9.7500,4918,0.7316,0.3441,1.6905,2.1930,2.4523,187.5200
10.0000,4898,0.6976,0.3414,1.5745,1.9470,2.2237,186.8160
10.2500,4895,0.7110,0.3421,1.5845,2.0060,2.2140,186.6560
10.5000,4904,0.6923,0.3458,1.5472,1.8913,2.1163,187.0400
10.7500,4904,0.7514,0.3474,1.7680,2.2397,2.5394,186.9760
11.0000,4901,0.7498,0.3394,1.7482,2.2452,2.4547,186.9120
11.2500,4904,0.7756,0.3488,1.8580,2.4926,2.8446,187.0400
11.5000,4897,0.7480,0.3484,1.7714,2.1574,2.4636,186.7200
11.7500,4904,0.7352,0.3474,1.6603,2.0403,2.4317,186.9760
12.0000,4907,0.7894,0.3434,1.8256,2.6090,2.8313,187.1680
12.2500,4894,0.7451,0.3428,1.7224,2.2987,2.7361,186.5600
12.5000,4905,0.7214,0.3394,1.6903,2.3229,2.6763,187.1680
12.7500,4900,0.7305,0.3478,1.6813,2.1078,2.4257,186.8160
13.0000,4907,0.7104,0.3461,1.6115,1.9039,2.2183,187.2000
13.2500,4893,0.7779,0.3454,1.8440,2.2940,2.5903,186.5280
13.5000,4907,0.8163,0.3484,1.8606,2.4967,2.7826,187.1040
13.7500,4906,0.8795,0.3498,2.0637,2.6190,2.9390,187.1680
14.0000,4907,0.7141,0.3424,1.6346,2.0416,2.6023,187.1040
14.2500,4889,0.6918,0.3424,1.5708,2.1863,2.4386,186.4640
14.5000,4913,0.8005,0.3418,1.8551,2.2350,2.4796,187.2960
14.7500,4889,0.7702,0.3490,1.7391,2.5493,2.9200,186.4320
15.0000,4898,0.7746,0.3458,1.8073,2.2884,2.5616,186.8160
15.2500,4911,0.7571,0.3449,1.7759,2.2784,2.5782,187.2960
15.5000,4898,0.7698,0.3484,1.7413,2.1834,2.4543,186.7840
15.7500,4914,0.7351,0.3438,1.6724,2.1717,2.4863,187.3920
16.0000,4894,0.7703,0.3488,1.7513,2.4452,2.6493,186.6560
16.2500,4907,0.7077,0.3445,1.6209,2.0348,2.2987,187.1360
16.5000,4900,0.7434,0.3448,1.6264,2.3469,2.5817,186.8480
16.7500,4893,0.7828,0.3444,1.7807,2.5362,2.8732,186.4960
17.0000,4910,0.7357,0.3428,1.6550,2.1093,2.7261,187.3280
17.2500,4908,0.7753,0.3414,1.8092,2.2279,2.5596,187.2000
17.5000,4898,0.8104,0.3518,1.8320,2.6133,3.0639,186.7520
17.7500,4896,0.7297,0.3454,1.6859,2.2570,2.4820,186.7200
18.0000,4907,0.7226,0.3440,1.6457,2.1787,2.8413,187.2000
18.2500,4897,0.8673,0.3524,1.9317,3.1073,3.5880,186.6560
18.5000,4908,0.7068,0.3378,1.5933,2.1783,2.4393,187.2000
18.7500,4899,0.7086,0.3444,1.6145,1.8977,2.3491,186.8160
19.0000,4904,0.7567,0.3438,1.7879,2.4759,2.6756,187.0400
19.2500,4891,0.7110,0.3391,1.5704,2.0959,2.3194,186.4640
19.5000,4912,0.7668,0.3468,1.7624,2.2769,2.6126,187.3600
19.7500,4901,0.7394,0.3434,1.6950,2.1443,2.5113,186.8800
20.0000,4909,0.7586,0.3494,1.7563,2.4233,2.6400,187.2640
20.2500,4894,0.8566,0.3538,2.0065,2.5866,2.7393,186.6240
20.5000,4905,0.7719,0.3444,1.8119,2.4681,2.6516,187.0080
20.7500,4900,0.7295,0.3434,1.6753,2.2145,2.5776,186.8800
21.0000,4901,0.7440,0.3494,1.6542,2.3438,2.6500,186.9440
21.2500,4899,0.7091,0.3444,1.6474,2.1154,2.4946,186.6880
