time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,12446,1.1494,0.9900,1.9168,2.5856,2.9950,398.2720
1.5000,12489,1.1993,1.0360,2.0200,2.6710,3.4120,399.6480
1.7500,12525,1.1810,0.9950,2.0290,2.6696,3.1210,400.8000
2.0000,12499,1.1948,1.0340,2.0050,2.6700,3.3640,399.9680
2.2500,12509,1.2334,1.0640,2.0990,2.6990,3.0610,400.2880
2.5000,12454,1.2528,1.0800,2.1310,2.7818,3.2730,398.5280
2.7500,12523,1.3177,1.1860,2.1880,2.8280,3.2710,400.7360
3.0000,12522,1.1407,0.9810,1.8910,2.5960,2.9890,400.7040
3.2500,12490,1.2347,1.0750,2.0710,2.7360,3.3630,399.6800
3.5000,12512,1.2223,1.0708,2.0450,2.6900,3.1300,400.3840
3.7500,12503,1.2183,1.0412,2.0450,2.8150,4.1350,400.0960
4.0000,12458,1.1579,0.9940,1.9450,2.6860,3.0670,398.6560
4.2500,12451,1.1161,0.9270,1.8880,2.5970,3.0570,398.4320
4.5000,12576,1.2754,1.1193,2.1600,2.8030,3.2830,402.4320
4.7500,12510,1.2194,1.0480,2.0700,2.6960,3.1220,400.3200
5.0000,12502,1.1482,0.9670,1.9240,2.7320,3.3570,400.0640
5.2500,12441,1.1989,1.0206,2.0346,2.8390,3.7130,398.1120
5.5000,12552,1.1698,0.9910,2.0118,2.6520,2.9960,401.6640
5.7500,12484,1.1430,0.9787,1.9270,2.5906,3.2020,399.4880
6.0000,12440,1.2555,1.1044,2.0880,2.7746,3.7780,398.0800
6.2500,12543,1.2705,1.1273,2.1310,2.7560,3.2110,401.3760
6.5000,12503,1.2031,1.0320,2.0246,2.7134,3.5610,400.0960
6.7500,12486,1.1648,0.9930,1.9794,2.6780,3.2090,399.5520
7.0000,12507,1.1993,1.0550,1.9970,2.5610,3.0730,400.2240
7.2500,12540,1.2248,1.0550,2.0844,2.7554,3.2050,401.2800
7.5000,12476,1.2043,1.0669,1.9900,2.5790,2.9180,399.2320
7.7500,12464,1.3136,1.1630,2.2130,2.8430,3.5060,398.8480
8.0000,12520,1.1677,1.0000,1.9490,2.7420,3.7910,400.6400
8.2500,12519,1.1956,1.0200,2.0290,2.6750,3.1290,400.6080
8.5000,12502,1.2418,1.0970,2.0809,2.6700,3.0650,400.0640
8.7500,12514,1.2052,1.0550,2.0170,2.5760,3.3580,400.4480
9.0000,12449,1.2484,1.0826,2.1340,2.8140,3.2780,398.3680
9.2500,12555,1.2532,1.0910,2.1229,2.7220,3.2840,401.7600
9.5000,12497,1.1578,0.9720,1.9810,2.6810,3.1300,399.9040
9.7500,12445,1.1630,1.0059,1.9426,2.5610,2.8650,398.2400
10.0000,12560,1.1491,0.9870,1.9220,2.5030,3.1230,401.9200
10.2500,12500,1.2226,1.0398,2.0982,2.8180,3.3550,400.0000
10.5000,12471,1.1724,0.9897,1.9952,2.8480,3.8500,399.0720
10.7500,12528,1.2515,1.0950,2.1080,2.7420,3.1320,400.8960
11.0000,12493,1.2313,1.0730,2.0530,2.9500,3.7900,399.7760
11.2500,12441,1.2204,1.0610,2.0410,2.8900,3.9150,398.1120
11.5000,12570,1.2208,1.0710,2.0416,2.7040,3.1210,402.2400
11.7500,12501,1.2064,1.0460,2.0270,2.6570,2.9930,400.0320
12.0000,12443,1.1800,1.0049,1.9930,2.7938,3.4150,398.1760
12.2500,12489,1.2385,1.0909,2.0900,2.7334,3.4990,399.6480
12.5000,12533,1.2511,1.0880,2.1109,2.8780,3.2790,401.0560
12.7500,12506,1.1379,0.9805,1.8990,2.5130,2.9830,400.1920
13.0000,12513,1.2736,1.1390,2.1076,2.6520,3.0670,400.4160
13.2500,12458,1.2276,1.0613,2.0906,2.7780,3.2180,398.6560
13.5000,12564,1.1446,0.9710,1.9450,2.6510,3.2660,402.0480
13.7500,12461,1.2695,1.0930,2.1870,2.7830,3.2080,398.7520
14.0000,12495,1.0978,0.9280,1.8200,2.4970,3.2120,399.8400
14.2500,12505,1.3212,1.1849,2.1979,2.8210,3.2030,400.1600
14.5000,12481,1.2645,1.0750,2.1850,2.8510,3.2170,399.3920
14.7500,12541,1.1863,1.0084,2.0240,2.7010,3.2720,401.3120
15.0000,12505,1.2060,1.0420,2.0350,2.7070,3.1370,400.1600
15.2500,12500,1.1368,0.9510,1.9380,2.6250,3.2020,400.0000
15.5000,12496,1.1541,0.9730,1.9550,2.6620,3.2740,399.8720
15.7500,12462,1.1976,1.0363,2.0190,2.6390,3.2060,398.7840
16.0000,12501,1.2808,1.1316,2.1450,2.8710,3.7870,400.0320
16.2500,12523,1.1359,0.9480,1.9450,2.5970,2.9960,400.7360
16.5000,12499,1.1927,1.0160,2.0210,2.7090,3.2090,399.9680
16.7500,12474,1.1914,1.0231,2.0260,2.5849,3.0660,399.1680
17.0000,12521,1.1852,1.0175,1.9940,2.6580,3.2750,400.6720
17.2500,12506,1.2191,1.0629,2.0470,2.8230,3.3530,400.1920
17.5000,12516,1.2267,1.0690,2.0540,2.6960,3.2140,400.5120
17.7500,12510,1.2333,1.0840,2.0650,2.6520,3.2680,400.3200
18.0000,12485,1.2020,1.0160,2.0660,2.8180,3.5580,399.5200
18.2500,12500,1.1706,0.9859,1.9870,2.6910,3.2110,400.0000
18.5000,12512,1.2107,1.0360,2.0480,2.8360,3.3620,400.3840
18.7500,12396,1.2171,1.0628,2.0470,2.6260,3.0580,396.6720
19.0000,12551,1.2030,1.0400,2.0430,2.6690,3.1290,401.6320
19.2500,12532,1.2359,1.0730,2.1030,2.7340,3.2090,401.0240
19.5000,12522,1.1829,1.0080,2.0130,2.6550,3.4130,400.7040
19.7500,12472,1.0489,0.8720,1.7530,2.3520,2.7850,399.1040
20.0000,12517,1.1705,0.9796,2.0042,2.6920,3.1320,400.5440
20.2500,12504,1.2946,1.1710,2.1378,2.7674,3.3450,400.1280
20.5000,12471,1.1516,0.9920,1.9240,2.5070,2.9820,399.0720
20.7500,12471,1.2207,1.0690,2.0300,2.7120,3.2750,399.0720
21.0000,12528,1.2969,1.1520,2.1820,2.7324,3.0620,400.8960
21.2500,12534,1.1702,0.9960,1.9680,2.5700,2.9300,401.0880
21.5000,12493,1.2535,1.0710,2.1210,2.9110,3.9090,399.7760
21.7500,12472,1.2390,1.0841,2.0790,2.6670,2.9290,399.1040
22.0000,12481,1.1492,0.9840,1.9418,2.5930,3.1370,399.3920
22.2500,12551,1.2135,1.0373,2.0580,2.6630,3.2160,401.6320
22.5000,12508,1.2669,1.0840,2.1869,2.9410,4.0650,400.2560
22.7500,12486,1.1993,1.0110,2.0690,2.7818,3.2690,399.5520
23.0000,12513,1.2228,1.0450,2.0750,2.8320,3.3620,400.4160
23.2500,12492,1.1896,0.9933,2.0750,2.8640,3.4240,399.7440
23.5000,12411,1.2349,1.0830,2.0720,2.6910,3.4130,397.1520
