time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00487,0.00287,1.00000
1.25000,0.78428,0.82536,1.00000
1.50000,0.96935,0.89571,1.00000
1.75000,0.97085,0.89899,1.00000
2.00000,0.97245,0.89840,1.00000
2.25000,0.97328,0.89947,1.00000
2.50000,0.97115,0.89462,1.00000
2.75000,0.97071,0.89545,1.00000
3.00000,0.97259,0.90025,1.00000
3.25000,0.97219,0.90092,1.00000
3.50000,0.97210,0.89749,1.00000
3.75000,0.97132,0.89696,1.00000
4.00000,0.97043,0.90222,1.00000
4.25000,0.97252,0.89604,1.00000
4.50000,0.97001,0.89687,1.00000
4.75000,0.97029,0.89659,1.00000
5.00000,0.97233,0.89574,1.00000
5.25000,0.96957,0.89230,1.00000
5.50000,0.97229,0.89774,1.00000
5.75000,0.97001,0.89743,1.00000
6.00000,0.97136,0.89497,1.00000
6.25000,0.97241,0.89794,1.00000
6.50000,0.97094,0.89983,1.00000
6.75000,0.97286,0.89706,1.00000
7.00000,0.97111,0.89857,1.00000
7.25000,0.97317,0.89651,1.00000
7.50000,0.96971,0.89613,1.00000
7.75000,0.97240,0.89978,1.00000
8.00000,0.97399,0.89951,1.00000
8.25000,0.97146,0.89966,1.00000
8.50000,0.97138,0.89830,1.00000
8.75000,0.97048,0.89918,1.00000
9.00000,0.97265,0.89407,1.00000
9.25000,0.97034,0.89883,1.00000
9.50000,0.97152,0.89696,1.00000
9.75000,0.97087,0.90187,1.00000
10.00000,0.96956,0.89522,1.00000
10.25000,0.97247,0.90116,1.00000
10.50000,0.97052,0.89713,1.00000
10.75000,0.97170,0.89992,1.00000
11.00000,0.97211,0.89617,1.00000
11.25000,0.97575,0.89658,1.00000
11.50000,0.97206,0.90331,1.00000
11.75000,0.97096,0.89737,1.00000
12.00000,0.97132,0.89892,1.00000
12.25000,0.97293,0.89384,1.00000
12.50000,0.97085,0.89617,1.00000
12.75000,0.97347,0.89670,1.00000
13.00000,0.97352,0.89613,1.00000
13.25000,0.97203,0.89767,1.00000
13.50000,0.97198,0.89609,1.00000
13.75000,0.97115,0.89280,1.00000
14.00000,0.97022,0.89890,1.00000
14.25000,0.97144,0.89938,1.00000
14.50000,0.97069,0.89564,1.00000
14.75000,0.97289,0.90012,1.00000
15.00000,0.97291,0.89957,1.00000
15.25000,0.97477,0.89953,1.00000
15.50000,0.97080,0.89860,1.00000
15.75000,0.97346,0.89591,1.00000
16.00000,0.97132,0.89763,1.00000
16.25000,0.97141,0.89994,1.00000
16.50000,0.97170,0.90124,1.00000
16.75000,0.97325,0.89760,1.00000
17.00000,0.97134,0.89401,1.00000
17.25000,0.97222,0.89970,1.00000
17.50000,0.97265,0.89790,1.00000
17.75000,0.97354,0.90114,1.00000
18.00000,0.97386,0.89532,1.00000
18.25000,0.97111,0.89461,1.00000
18.50000,0.97261,0.89926,1.00000
18.75000,0.97145,0.89854,1.00000
19.00000,0.96919,0.89839,1.00000
19.25000,0.97210,0.89606,1.00000
19.50000,0.97248,0.89951,1.00000
19.75000,0.97117,0.89683,1.00000
20.00000,0.97171,0.89980,1.00000
20.25000,0.97250,0.90282,1.00000
20.50000,0.97360,0.89912,1.00000
20.75000,0.97184,0.89632,1.00000
21.00000,0.96882,0.90093,1.00000
21.25000,0.97076,0.90052,1.00000
21.50000,0.97222,0.89607,1.00000
21.75000,0.97129,0.89705,1.00000
22.00000,0.97469,0.89623,1.00000
22.25000,0.97139,0.89327,1.00000
22.50000,0.97286,0.89811,1.00000
22.75000,0.97300,0.89915,1.00000
23.00000,0.97326,0.89832,1.00000
23.25000,0.97381,0.89841,1.00000
23.50000,0.97274,0.89356,1.00000
23.75000,0.97099,0.89667,1.00000
24.00000,0.97298,0.90243,1.00000
24.25000,0.97459,0.89629,1.00000
24.50000,0.97229,0.89655,1.00000
24.75000,0.97317,0.89587,1.00000
