time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,4895,0.3081,0.2989,0.4313,0.5730,0.6690,186.6240
1.5000,4906,0.3069,0.2975,0.4268,0.5780,0.6690,187.1360
1.7500,4898,0.3098,0.3008,0.4350,0.5660,0.7130,186.7840
2.0000,4900,0.3076,0.2998,0.4274,0.5535,0.6620,186.8480
2.2500,4900,0.3053,0.2935,0.4294,0.5750,0.6570,186.8800
2.5000,4909,0.3067,0.2962,0.4280,0.5800,0.7540,187.1360
2.7500,4901,0.3085,0.2984,0.4294,0.5747,0.7940,186.9760
3.0000,4900,0.3104,0.2981,0.4380,0.5915,0.7260,186.7840
3.2500,4902,0.3072,0.2968,0.4270,0.5791,0.7154,187.0080
3.5000,4903,0.3138,0.3001,0.4408,0.6115,1.0660,186.9120
3.7500,4901,0.3108,0.3001,0.4353,0.5935,0.7140,186.9760
4.0000,4902,0.3098,0.2980,0.4340,0.5877,0.7164,186.9760
4.2500,4903,0.3172,0.3050,0.4530,0.5925,0.6764,186.9440
4.5000,4904,0.3133,0.3021,0.4408,0.5915,0.7100,187.0080
4.7500,4901,0.3130,0.3012,0.4381,0.6060,0.8850,186.8800
5.0000,4899,0.3162,0.3030,0.4464,0.6251,0.7880,186.8800
5.2500,4906,0.3093,0.2975,0.4348,0.5975,0.9200,187.0400
5.5000,4900,0.3115,0.2995,0.4398,0.5990,0.8070,186.7840
5.7500,4903,0.3045,0.2948,0.4248,0.5720,0.6730,187.0400
6.0000,4901,0.3064,0.2970,0.4300,0.5597,0.6650,186.8800
6.2500,4901,0.3145,0.3019,0.4416,0.6175,1.0010,186.9440
6.5000,4905,0.3144,0.3050,0.4390,0.5831,0.7924,187.0400
6.7500,4900,0.3127,0.2990,0.4433,0.6070,0.7180,186.8800
7.0000,4903,0.3161,0.3038,0.4444,0.6190,0.8750,186.9760
7.2500,4902,0.3132,0.3005,0.4448,0.5920,0.7180,186.9440
7.5000,4902,0.3119,0.2999,0.4440,0.5901,0.7050,186.9440
7.7500,4899,0.3060,0.2952,0.4300,0.5765,0.6500,186.8160
8.0000,4906,0.3103,0.2989,0.4380,0.5845,0.6834,187.1360
8.2500,4898,0.3091,0.2978,0.4324,0.5930,0.8530,186.7840
8.5000,4901,0.3130,0.3015,0.4394,0.5890,1.0280,186.8800
8.7500,4901,0.3089,0.2965,0.4301,0.6159,1.0180,186.9120
9.0000,4907,0.3056,0.2979,0.4230,0.5507,0.6874,187.1040
9.2500,4898,0.3090,0.2971,0.4368,0.5920,0.7314,186.8160
9.5000,4906,0.3075,0.2965,0.4326,0.5670,0.6620,187.0720
9.7500,4902,0.3119,0.3001,0.4384,0.5941,0.7190,186.9120
10.0000,4900,0.3148,0.3031,0.4444,0.5820,0.7090,186.9120
10.2500,4904,0.3165,0.3005,0.4487,0.6410,1.0950,186.9760
10.5000,4898,0.3131,0.3004,0.4380,0.6130,1.1060,186.7520
10.7500,4905,0.3144,0.3021,0.4424,0.6105,1.0400,187.1040
11.0000,4899,0.3216,0.3065,0.4590,0.6351,0.8610,186.8160
11.2500,4905,0.3193,0.3061,0.4564,0.6141,0.9320,187.0400
11.5000,4900,0.3128,0.2998,0.4418,0.6010,0.7280,186.8480
11.7500,4901,0.3088,0.2979,0.4337,0.5850,0.7290,186.9760
12.0000,4905,0.3121,0.3020,0.4390,0.5887,0.7304,187.0080
12.2500,4898,0.3080,0.2979,0.4314,0.5815,0.7890,186.8160
12.5000,4904,0.3076,0.2958,0.4344,0.5971,0.8750,187.0080
12.7500,4903,0.3127,0.3006,0.4424,0.5945,0.7364,186.9440
13.0000,4904,0.3080,0.2981,0.4324,0.5771,0.7064,186.9440
13.2500,4898,0.3110,0.2994,0.4364,0.5895,0.7410,186.8800
13.5000,4905,0.3105,0.2964,0.4368,0.6219,0.9430,187.0400
13.7500,4903,0.3073,0.2968,0.4316,0.5780,0.6620,186.9440
14.0000,4899,0.3129,0.3028,0.4410,0.5890,0.7080,186.8480
14.2500,4901,0.3112,0.3010,0.4374,0.5880,0.6710,186.9440
14.5000,4902,0.3120,0.2990,0.4438,0.5850,0.8090,186.9440
14.7500,4905,0.3141,0.3001,0.4464,0.6071,0.7554,187.0400
15.0000,4901,0.3063,0.2948,0.4280,0.5900,0.8750,186.9120
15.2500,4902,0.3056,0.2938,0.4276,0.5900,0.7240,186.8800
15.5000,4900,0.3137,0.3025,0.4354,0.6057,1.0070,186.8480
15.7500,4902,0.3126,0.3021,0.4380,0.5955,0.7084,187.0080
16.0000,4906,0.3154,0.3035,0.4490,0.5895,0.9150,187.0400
16.2500,4899,0.3108,0.2998,0.4331,0.6010,0.8840,186.8800
16.5000,4902,0.3093,0.2989,0.4344,0.5697,0.6580,186.9120
16.7500,4903,0.3100,0.2965,0.4384,0.5930,0.8850,186.9440
17.0000,4896,0.3100,0.3005,0.4324,0.5705,0.7200,186.7520
17.2500,4905,0.3109,0.2995,0.4403,0.5820,0.7330,187.0400
17.5000,4903,0.3141,0.3041,0.4430,0.5830,0.7320,187.0080
17.7500,4902,0.3130,0.2971,0.4490,0.6225,0.7390,186.8800
18.0000,4900,0.3069,0.2945,0.4320,0.6009,0.8510,186.9440
18.2500,4907,0.3080,0.2985,0.4310,0.5670,0.7200,187.0720
18.5000,4899,0.3173,0.3058,0.4474,0.6080,0.8730,186.8160
18.7500,4905,0.3097,0.2984,0.4334,0.5909,0.7830,187.0400
19.0000,4899,0.3160,0.3041,0.4468,0.6049,0.8010,186.8800
19.2500,4904,0.3055,0.2952,0.4274,0.5691,0.7034,187.0080
19.5000,4902,0.3109,0.2989,0.4400,0.6029,0.6744,186.9120
19.7500,4900,0.3049,0.2938,0.4244,0.5880,0.9360,186.8800
20.0000,4896,0.3102,0.2998,0.4338,0.5810,0.7764,186.7200
20.2500,4911,0.3158,0.3042,0.4454,0.5940,0.8050,187.2960
20.5000,4901,0.3086,0.2970,0.4324,0.6060,0.8880,186.8800
20.7500,4900,0.3124,0.2981,0.4457,0.6029,0.7154,186.8800
21.0000,4902,0.3137,0.3031,0.4444,0.5870,0.7124,186.8160
21.2500,4903,0.3093,0.2998,0.4310,0.5865,0.8630,187.0080
21.5000,4904,0.3078,0.2978,0.4294,0.5920,0.9160,187.0400
21.7500,4902,0.3192,0.3044,0.4576,0.6059,0.9990,186.9760
22.0000,4901,0.3103,0.2969,0.4400,0.6069,0.8810,186.8800
22.2500,4900,0.3106,0.2972,0.4350,0.6159,1.0310,186.9120
22.5000,4903,0.3166,0.3027,0.4470,0.6221,0.9400,186.9120
