time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,1096,0.2506,0.1720,0.4986,0.6420,1.0166,65.1200
1.5000,1096,0.2301,0.1500,0.4790,0.6250,1.0516,65.1520
1.7500,1097,0.2204,0.1450,0.4620,0.5943,0.6960,65.1520
2.0000,1097,0.2170,0.1490,0.4456,0.6110,0.9996,65.2160
2.2500,1097,0.2038,0.1340,0.4380,0.5760,0.6540,65.1840
2.5000,1096,0.2039,0.1360,0.4286,0.5680,0.7526,65.1200
2.7500,1096,0.2005,0.1290,0.4360,0.5703,0.6806,65.1520
3.0000,1097,0.2105,0.1390,0.4473,0.6200,0.7940,65.1520
3.2500,1095,0.2104,0.1420,0.4460,0.5676,0.7556,65.1200
3.5000,1097,0.1995,0.1300,0.4306,0.5790,0.8860,65.1840
3.7500,1097,0.2026,0.1330,0.4290,0.5590,0.8156,65.1840
4.0000,1097,0.2046,0.1310,0.4390,0.5686,0.8740,65.1840
4.2500,1097,0.2063,0.1320,0.4376,0.5900,0.7480,65.2160
4.5000,1095,0.2082,0.1300,0.4583,0.5830,0.9226,65.0880
4.7500,1097,0.2058,0.1360,0.4346,0.5916,0.7106,65.1840
5.0000,1096,0.2051,0.1450,0.4276,0.5716,0.6810,65.1520
5.2500,1096,0.2042,0.1390,0.4346,0.5726,0.8160,65.1520
5.5000,1097,0.2058,0.1330,0.4416,0.6100,0.8460,65.1520
5.7500,1097,0.2042,0.1340,0.4260,0.5720,0.8656,65.1840
6.0000,1097,0.2015,0.1330,0.4350,0.5756,0.7086,65.1840
6.2500,1096,0.2032,0.1380,0.4266,0.5546,0.6456,65.1520
6.5000,1097,0.2019,0.1360,0.4286,0.5900,0.9250,65.1840
6.7500,1095,0.2090,0.1330,0.4533,0.5920,0.6996,65.1200
7.0000,1098,0.2055,0.1370,0.4376,0.5670,0.8156,65.2160
7.2500,1096,0.2002,0.1320,0.4326,0.5770,0.8010,65.1200
7.5000,1097,0.1984,0.1390,0.4280,0.5610,0.6116,65.2160
7.7500,1094,0.2048,0.1340,0.4420,0.5716,0.8060,65.0560
8.0000,1098,0.1992,0.1280,0.4326,0.5526,0.8790,65.2160
8.2500,1097,0.2009,0.1360,0.4310,0.5666,0.8290,65.1840
8.5000,1096,0.2025,0.1300,0.4306,0.5650,0.7910,65.1520
8.7500,1097,0.2052,0.1310,0.4420,0.5850,0.6840,65.1840
9.0000,1097,0.1978,0.1290,0.4240,0.5660,0.6950,65.1520
9.2500,1096,0.2087,0.1430,0.4350,0.5710,0.8626,65.1520
9.5000,1096,0.1968,0.1290,0.4216,0.5666,0.6326,65.1520
9.7500,1097,0.2023,0.1380,0.4306,0.5496,0.6380,65.1840
10.0000,1095,0.2035,0.1370,0.4296,0.6400,0.8446,65.0880
10.2500,1098,0.1979,0.1290,0.4306,0.5636,0.7206,65.2160
10.5000,1096,0.2076,0.1320,0.4350,0.5820,0.9490,65.1840
10.7500,1097,0.2085,0.1410,0.4296,0.5816,0.9986,65.1840
11.0000,1097,0.2084,0.1330,0.4490,0.5956,0.7730,65.1840
11.2500,1095,0.2027,0.1340,0.4303,0.5656,0.6746,65.0880
11.5000,1098,0.2057,0.1330,0.4286,0.5826,1.0516,65.2160
11.7500,1096,0.1998,0.1340,0.4300,0.6086,0.8500,65.1520
12.0000,1096,0.2005,0.1280,0.4396,0.5536,0.7570,65.1520
12.2500,1097,0.2086,0.1380,0.4460,0.5816,0.9150,65.1520
12.5000,1097,0.2101,0.1460,0.4343,0.5526,0.7830,65.1840
12.7500,1096,0.2015,0.1370,0.4206,0.5930,0.6750,65.1520
13.0000,1096,0.2023,0.1320,0.4330,0.5500,0.6336,65.1520
13.2500,1096,0.2027,0.1350,0.4193,0.5680,0.7050,65.1520
13.5000,1097,0.2016,0.1410,0.4190,0.5596,0.8033,65.1840
