time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,4870,1.2337,0.3708,2.8401,3.2995,3.5223,185.6320
1.5000,4917,1.2304,0.3664,3.1741,4.1643,4.3368,187.4880
1.7500,4897,1.2555,0.3664,2.8873,3.4361,3.8853,186.6880
2.0000,4907,0.9238,0.3534,2.0983,2.7893,3.1180,187.2000
2.2500,4904,0.9162,0.3521,2.1021,2.5560,2.7305,187.0400
2.5000,4906,0.9001,0.3594,2.0103,2.8544,3.2329,187.1040
2.7500,4901,0.7687,0.3464,1.7721,2.1357,2.2764,186.9120
3.0000,4901,0.6809,0.3394,1.5452,1.9616,2.2650,186.8800
3.2500,4898,0.7683,0.3471,1.7339,2.5416,3.2626,186.7520
3.5000,4907,0.7689,0.3464,1.7890,2.1337,2.3743,187.1360
3.7500,4896,0.7358,0.3438,1.7010,2.1442,2.4339,186.7200
4.0000,4908,0.7585,0.3458,1.7416,2.3216,2.7226,187.2000
4.2500,4899,0.7693,0.3448,1.8277,2.3876,2.7489,186.7840
4.5000,4907,0.6989,0.3394,1.5759,2.0206,2.1920,187.1360
4.7500,4897,0.7140,0.3448,1.5906,1.9789,2.2310,186.7520
5.0000,4897,0.7540,0.3438,1.8205,2.2630,2.5085,186.8160
5.2500,4909,0.7153,0.3391,1.7147,2.1701,2.5547,187.1680
5.5000,4900,0.9264,0.3521,2.1790,3.0165,3.3213,186.8480
5.7500,4899,0.7633,0.3454,1.7321,2.2482,2.5141,186.7840
6.0000,4906,0.7886,0.3424,1.8017,2.3603,2.8051,187.2000
6.2500,4903,0.6801,0.3391,1.5225,2.1100,2.5253,186.9440
6.5000,4898,0.7998,0.3434,1.8550,2.1846,2.4810,186.7200
6.7500,4908,0.7387,0.3444,1.7448,2.1582,2.5285,187.2000
7.0000,4891,0.7244,0.3398,1.6866,2.2071,2.7724,186.5280
7.2500,4900,0.7996,0.3484,1.8912,2.4723,2.7943,186.7520
7.5000,4914,0.7642,0.3494,1.7543,2.2555,2.6005,187.4560
7.7500,4901,0.8726,0.3494,2.0370,2.5517,2.8836,186.9120
8.0000,4898,0.7313,0.3454,1.7161,2.1696,2.4163,186.8480
8.2500,4898,0.7506,0.3428,1.7049,2.1573,2.4644,186.7840
8.5000,4912,0.7206,0.3448,1.6633,2.0449,2.2936,187.3600
8.7500,4895,0.7377,0.3402,1.7499,2.3716,2.7696,186.5920
9.0000,4904,0.7982,0.3438,1.8723,2.4275,2.7443,187.0720
9.2500,4903,0.8432,0.3538,1.9129,2.5465,2.8286,186.9440
9.5000,4901,0.7071,0.3461,1.5466,1.8383,2.1130,186.9120
9.7500,4897,0.8052,0.3464,1.8686,2.2863,2.4620,186.6880
10.0000,4900,0.6867,0.3405,1.5800,2.0343,2.2176,186.8800
10.2500,4909,0.7512,0.3444,1.6750,2.1146,2.2804,187.2320
10.5000,4901,0.7294,0.3428,1.6596,2.1503,2.4526,186.9120
10.7500,4901,0.7678,0.3484,1.7043,2.7993,3.3217,186.9120
11.0000,4905,0.8667,0.3514,2.0380,2.4746,3.0459,187.0400
11.2500,4905,0.7761,0.3468,1.7658,2.7803,3.2139,187.1040
11.5000,4905,0.7533,0.3450,1.8019,2.3858,2.6986,186.9760
11.7500,4897,0.7145,0.3434,1.6483,2.0960,2.3600,186.8160
12.0000,4890,0.7973,0.3424,1.8216,2.2206,2.3667,186.4000
12.2500,4915,0.7559,0.3470,1.6904,2.0990,2.7247,187.4880
12.5000,4899,0.7479,0.3444,1.7716,2.2505,2.7026,186.8480
12.7500,4906,0.7232,0.3484,1.6523,2.2685,2.5543,187.0720
13.0000,4902,0.7627,0.3424,1.7415,2.3946,2.7776,186.9120
13.2500,4899,0.6979,0.3388,1.6289,2.1708,2.8006,186.8480
13.5000,4903,0.8196,0.3478,1.9205,2.6713,2.9856,186.9440
