time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00481,0.00288,0.53755
1.25000,0.79698,0.52775,0.55677
1.50000,0.94635,0.58603,0.57501
1.75000,0.94192,0.58944,0.58703
2.00000,0.92294,0.59175,0.59372
2.25000,0.91263,0.59628,0.59705
2.50000,0.91379,0.59520,0.59961
2.75000,0.90432,0.59922,0.60016
3.00000,0.90274,0.59808,0.60056
3.25000,0.91620,0.59431,0.60236
3.50000,0.91231,0.59070,0.60375
3.75000,0.91257,0.59163,0.60463
4.00000,0.90633,0.59852,0.60392
4.25000,0.90489,0.59551,0.60367
4.50000,0.90836,0.59975,0.60327
4.75000,0.90740,0.59839,0.60307
5.00000,0.91609,0.59456,0.60408
5.25000,0.91705,0.58958,0.60546
5.50000,0.91280,0.59167,0.60584
5.75000,0.90822,0.59641,0.60517
6.00000,0.91250,0.59208,0.60556
6.25000,0.91029,0.59413,0.60542
6.50000,0.90352,0.59736,0.60439
6.75000,0.91672,0.59344,0.60518
7.00000,0.90778,0.59441,0.60492
7.25000,0.90943,0.59381,0.60494
7.50000,0.91384,0.59520,0.60513
7.75000,0.91159,0.59649,0.60493
8.00000,0.91834,0.59001,0.60610
8.25000,0.90535,0.59637,0.60513
8.50000,0.89781,0.59768,0.60370
8.75000,0.91152,0.59573,0.60402
9.00000,0.90180,0.59719,0.60329
9.25000,0.90933,0.59494,0.60366
9.50000,0.91216,0.59308,0.60435
9.75000,0.90956,0.59863,0.60397
10.00000,0.91264,0.59684,0.60416
10.25000,0.90704,0.59705,0.60383
10.50000,0.91816,0.59518,0.60469
10.75000,0.90594,0.60190,0.60353
11.00000,0.91496,0.59384,0.60440
11.25000,0.90907,0.59598,0.60428
11.50000,0.91076,0.60014,0.60384
11.75000,0.90826,0.59251,0.60424
12.00000,0.90626,0.59968,0.60351
12.25000,0.91022,0.59658,0.60368
12.50000,0.91587,0.59039,0.60499
12.75000,0.91234,0.59561,0.60500
13.00000,0.91754,0.59217,0.60582
13.25000,0.90691,0.59533,0.60519
13.50000,0.91189,0.59349,0.60536
13.75000,0.90932,0.59264,0.60538
14.00000,0.91041,0.59837,0.60479
14.25000,0.90836,0.59718,0.60435
14.50000,0.91363,0.59427,0.60482
14.75000,0.91581,0.59713,0.60497
15.00000,0.90260,0.59458,0.60434
15.25000,0.91301,0.59412,0.60477
15.50000,0.92076,0.59116,0.60604
15.75000,0.90433,0.59596,0.60506
16.00000,0.90745,0.59263,0.60502
16.25000,0.91145,0.59558,0.60496
16.50000,0.91276,0.59864,0.60464
16.75000,0.90625,0.59450,0.60441
17.00000,0.91294,0.59984,0.60413
17.25000,0.91746,0.58966,0.60552
17.50000,0.90403,0.59965,0.60423
17.75000,0.90029,0.59821,0.60320
18.00000,0.91677,0.59327,0.60437
18.25000,0.91986,0.59324,0.60544
18.50000,0.90401,0.59771,0.60440
18.75000,0.91476,0.59087,0.60535
19.00000,0.91120,0.59297,0.60548
19.25000,0.91259,0.59185,0.60582
19.50000,0.91703,0.59250,0.60632
19.75000,0.91491,0.59671,0.60600
20.00000,0.91050,0.59361,0.60580
20.25000,0.90477,0.60063,0.60437
20.50000,0.91603,0.59275,0.60520
20.75000,0.91431,0.59424,0.60546
21.00000,0.90145,0.60126,0.60379
21.25000,0.90308,0.59517,0.60348
21.50000,0.90892,0.59390,0.60388
21.75000,0.91117,0.59371,0.60436
22.00000,0.89720,0.59579,0.60333
22.25000,0.91373,0.59320,0.60424
22.50000,0.91245,0.59549,0.60450
22.75000,0.91851,0.59258,0.60550
23.00000,0.90659,0.59330,0.60518
23.25000,0.91051,0.59654,0.60488
23.50000,0.91860,0.59046,0.60603
23.75000,0.91539,0.59039,0.60660
24.00000,0.89968,0.59864,0.60476
24.25000,0.90150,0.59897,0.60357
24.50000,0.90726,0.59363,0.60385
24.75000,0.91593,0.59494,0.60456
