time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00487,0.00287,1.00000
1.25000,0.59594,0.57759,1.00000
1.50000,0.73662,0.62812,1.00000
1.75000,0.73495,0.63099,1.00000
2.00000,0.74276,0.62943,1.00000
2.25000,0.73661,0.63011,1.00000
2.50000,0.74041,0.62679,1.00000
2.75000,0.73744,0.62861,1.00000
3.00000,0.73825,0.63152,1.00000
3.25000,0.73325,0.63089,1.00000
3.50000,0.73831,0.63320,1.00000
3.75000,0.73114,0.63212,1.00000
4.00000,0.73512,0.63235,1.00000
4.25000,0.73135,0.63260,1.00000
4.50000,0.74436,0.63205,1.00000
4.75000,0.73670,0.62712,1.00000
5.00000,0.73382,0.63386,1.00000
5.25000,0.73046,0.63512,1.00000
5.50000,0.73720,0.62714,1.00000
5.75000,0.73609,0.63258,1.00000
6.00000,0.73568,0.63485,1.00000
6.25000,0.72795,0.62910,1.00000
6.50000,0.73786,0.63115,1.00000
6.75000,0.73857,0.63299,1.00000
7.00000,0.73517,0.62878,1.00000
7.25000,0.72913,0.63181,1.00000
7.50000,0.73963,0.62869,1.00000
7.75000,0.73476,0.63014,1.00000
8.00000,0.74374,0.62812,1.00000
8.25000,0.74521,0.63057,1.00000
8.50000,0.73918,0.62926,1.00000
8.75000,0.73793,0.63560,1.00000
9.00000,0.74091,0.62977,1.00000
9.25000,0.73116,0.63382,1.00000
9.50000,0.73240,0.63674,1.00000
9.75000,0.73446,0.63414,1.00000
10.00000,0.73105,0.63226,1.00000
10.25000,0.73251,0.63614,1.00000
10.50000,0.72774,0.63289,1.00000
10.75000,0.73883,0.63022,1.00000
11.00000,0.73411,0.63231,1.00000
11.25000,0.74172,0.63072,1.00000
11.50000,0.73701,0.63071,1.00000
11.75000,0.73821,0.63145,1.00000
12.00000,0.74346,0.63028,1.00000
12.25000,0.73039,0.63370,1.00000
12.50000,0.73577,0.62805,1.00000
12.75000,0.73076,0.62960,1.00000
13.00000,0.73813,0.63255,1.00000
13.25000,0.74041,0.63012,1.00000
13.50000,0.72911,0.63003,1.00000
13.75000,0.73564,0.63020,1.00000
14.00000,0.74417,0.62642,1.00000
14.25000,0.73273,0.62926,1.00000
14.50000,0.72614,0.63406,1.00000
14.75000,0.73479,0.63631,1.00000
15.00000,0.73327,0.63496,1.00000
15.25000,0.73729,0.62830,1.00000
15.50000,0.73739,0.63076,1.00000
15.75000,0.73707,0.63087,1.00000
16.00000,0.72799,0.63075,1.00000
16.25000,0.73120,0.63556,1.00000
16.50000,0.74097,0.63284,1.00000
16.75000,0.74188,0.63132,1.00000
17.00000,0.73419,0.63061,1.00000
17.25000,0.73379,0.63277,1.00000
17.50000,0.73457,0.62860,1.00000
17.75000,0.72669,0.63640,1.00000
18.00000,0.73207,0.63145,1.00000
18.25000,0.73826,0.63357,1.00000
18.50000,0.73418,0.62997,1.00000
18.75000,0.73954,0.63298,1.00000
19.00000,0.73578,0.62706,1.00000
19.25000,0.73947,0.62967,1.00000
19.50000,0.73799,0.62953,1.00000
19.75000,0.73559,0.63258,1.00000
20.00000,0.73582,0.63176,1.00000
20.25000,0.73950,0.63450,1.00000
20.50000,0.73321,0.62917,1.00000
20.75000,0.73716,0.63279,1.00000
21.00000,0.74533,0.62869,1.00000
21.25000,0.73219,0.63064,1.00000
21.50000,0.73033,0.63117,1.00000
21.75000,0.74140,0.62989,1.00000
22.00000,0.72988,0.63532,1.00000
22.25000,0.74028,0.62897,1.00000
22.50000,0.73475,0.63398,1.00000
22.75000,0.73777,0.63300,1.00000
23.00000,0.73276,0.63476,1.00000
23.25000,0.72902,0.63222,1.00000
23.50000,0.73912,0.62866,1.00000
23.75000,0.73378,0.63361,1.00000
24.00000,0.73256,0.63185,1.00000
24.25000,0.73246,0.63544,1.00000
24.50000,0.73217,0.62900,1.00000
24.75000,0.73333,0.63238,1.00000
