time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,2499,0.1848,0.1764,0.2624,0.3246,0.4114,79.9680
1.5000,2499,0.1851,0.1774,0.2610,0.3240,0.4106,79.9680
1.7500,2500,0.1837,0.1754,0.2596,0.3204,0.3646,80.0000
2.0000,2500,0.1860,0.1780,0.2656,0.3266,0.3916,80.0000
2.2500,2500,0.1858,0.1770,0.2656,0.3306,0.4246,80.0000
2.5000,2500,0.1869,0.1790,0.2664,0.3256,0.3756,80.0000
2.7500,2501,0.1868,0.1780,0.2656,0.3186,0.3834,80.0320
3.0000,2500,0.1860,0.1770,0.2656,0.3294,0.3966,80.0000
3.2500,2499,0.1867,0.1790,0.2634,0.3270,0.4066,79.9680
3.5000,2501,0.1842,0.1760,0.2574,0.3114,0.3856,80.0320
3.7500,2499,0.1841,0.1754,0.2616,0.3256,0.4456,79.9680
4.0000,2500,0.1858,0.1770,0.2626,0.3206,0.3696,80.0000
4.2500,2501,0.1867,0.1790,0.2660,0.3286,0.3806,80.0320
4.5000,2500,0.1870,0.1780,0.2676,0.3206,0.3946,80.0000
4.7500,2499,0.1856,0.1770,0.2616,0.3230,0.4016,79.9680
5.0000,2501,0.1859,0.1764,0.2650,0.3286,0.3896,80.0320
5.2500,2500,0.1860,0.1780,0.2634,0.3286,0.4586,80.0000
5.5000,2500,0.1836,0.1750,0.2614,0.3226,0.4626,80.0000
5.7500,2499,0.1855,0.1764,0.2650,0.3296,0.4064,79.9680
6.0000,2501,0.1856,0.1764,0.2660,0.3216,0.4336,80.0320
6.2500,2499,0.1866,0.1790,0.2650,0.3200,0.3626,79.9680
6.5000,2501,0.1874,0.1780,0.2664,0.3230,0.3636,80.0320
6.7500,2500,0.1852,0.1774,0.2624,0.3246,0.3796,80.0000
7.0000,2501,0.1859,0.1770,0.2654,0.3296,0.4346,80.0320
7.2500,2499,0.1904,0.1814,0.2716,0.3380,0.3994,79.9680
7.5000,2500,0.1881,0.1784,0.2694,0.3296,0.3726,80.0000
7.7500,2500,0.1865,0.1780,0.2654,0.3256,0.3796,80.0000
8.0000,2500,0.1875,0.1780,0.2656,0.3270,0.3946,80.0000
