time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,9980,0.5523,0.4835,0.9053,1.4173,2.2346,319.3600
1.5000,9994,0.5975,0.4823,1.1130,1.6061,1.9313,319.8080
1.7500,10002,0.5295,0.4883,0.7879,1.1986,1.6121,320.0640
2.0000,10001,0.5056,0.4825,0.6777,1.0195,1.5267,320.0320
2.2500,10001,0.5150,0.4879,0.6858,1.1000,1.5389,320.0320
2.5000,10004,0.5066,0.4874,0.6566,1.0113,1.3800,320.1280
2.7500,9998,0.5078,0.4943,0.6570,0.9626,1.4190,319.9360
3.0000,9996,0.5014,0.4888,0.6419,0.9033,1.1716,319.8720
3.2500,10003,0.5043,0.4822,0.6631,1.0206,1.3423,320.0960
3.5000,10000,0.5030,0.4909,0.6430,0.8785,1.3780,320.0000
3.7500,10002,0.5049,0.4950,0.6470,0.8880,1.2443,320.0640
4.0000,9999,0.5064,0.4953,0.6525,0.9020,1.2776,319.9680
4.2500,10004,0.5030,0.4865,0.6533,0.9193,1.2296,320.1280
4.5000,9995,0.5078,0.4958,0.6501,0.9388,1.3293,319.8400
4.7500,10002,0.5006,0.4902,0.6344,0.8847,1.2636,320.0640
5.0000,10000,0.5036,0.4889,0.6454,0.9660,1.2787,320.0000
5.2500,10004,0.5046,0.4889,0.6505,0.9765,1.2555,320.1280
5.5000,9992,0.5058,0.4928,0.6455,0.9568,1.3166,319.7440
5.7500,10001,0.5038,0.4900,0.6485,0.9501,1.4033,320.0320
6.0000,10008,0.5029,0.4868,0.6472,0.9700,1.3339,320.2560
6.2500,9998,0.5035,0.4933,0.6419,0.8901,1.1041,319.9360
6.5000,9989,0.5001,0.4855,0.6419,0.9645,1.3670,319.6480
6.7500,10014,0.5023,0.4926,0.6388,0.8457,1.2786,320.4480
7.0000,9996,0.5020,0.4912,0.6453,0.8896,1.2455,319.8720
7.2500,9992,0.5067,0.4940,0.6551,0.9019,1.2183,319.7440
7.5000,10008,0.4969,0.4870,0.6337,0.8646,1.1981,320.2560
7.7500,10002,0.5019,0.4879,0.6476,0.9286,1.1377,320.0640
8.0000,10000,0.4969,0.4842,0.6312,0.9335,1.2903,320.0000
8.2500,9992,0.5047,0.4873,0.6546,0.9617,1.4880,319.7440
8.5000,10002,0.5004,0.4858,0.6530,0.9185,1.1210,320.0640
8.7500,10003,0.5044,0.4909,0.6455,0.9496,1.4726,320.0960
9.0000,10000,0.5048,0.4903,0.6534,0.9440,1.2295,320.0000
9.2500,9997,0.5051,0.4881,0.6554,0.9576,1.4796,319.9040
9.5000,9997,0.5022,0.4900,0.6466,0.9383,1.2156,319.9040
9.7500,10001,0.5039,0.4947,0.6404,0.8660,1.3623,320.0320
10.0000,9999,0.5019,0.4876,0.6471,0.9229,1.2636,319.9680
10.2500,10002,0.5035,0.4871,0.6525,0.9423,1.3670,320.0640
10.5000,9999,0.5051,0.4898,0.6554,0.9751,1.4066,319.9680
10.7500,10000,0.5008,0.4863,0.6437,0.9273,1.3087,320.0000
11.0000,10001,0.5042,0.4919,0.6444,0.9936,1.2758,320.0320
11.2500,10005,0.5061,0.4926,0.6476,0.9261,1.2906,320.1600
11.5000,10004,0.5011,0.4863,0.6416,0.9423,1.3470,320.1280
11.7500,9992,0.5009,0.4900,0.6414,0.8779,1.2786,319.7440
12.0000,10001,0.4958,0.4858,0.6377,0.8670,1.1286,320.0320
12.2500,10002,0.5066,0.4946,0.6534,0.8978,1.2206,320.0640
12.5000,9995,0.5034,0.4889,0.6526,0.8945,1.1946,319.8400
12.7500,10003,0.5025,0.4831,0.6459,0.9770,1.6026,320.0960
13.0000,10003,0.5062,0.4949,0.6418,0.9623,1.5695,320.0960
13.2500,9996,0.5051,0.4945,0.6468,0.8880,1.2126,319.8720
13.5000,10003,0.5046,0.4904,0.6495,0.9095,1.2977,320.0960
13.7500,9993,0.5030,0.4886,0.6451,0.9516,1.3851,319.7760
