time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00472,0.00277,0.53917
1.25000,0.84891,0.43324,0.57605
1.50000,0.93297,0.59097,0.58690
1.75000,0.92143,0.59235,0.59344
2.00000,0.91835,0.58895,0.59819
2.25000,0.90827,0.59685,0.59977
2.50000,0.91132,0.59936,0.60081
2.75000,0.92554,0.59163,0.60358
3.00000,0.90282,0.59999,0.60273
3.25000,0.90692,0.59534,0.60302
3.50000,0.91454,0.59600,0.60375
3.75000,0.90551,0.59356,0.60384
4.00000,0.90814,0.60128,0.60318
4.25000,0.90780,0.59274,0.60372
4.50000,0.91311,0.59451,0.60430
4.75000,0.90973,0.59408,0.60450
5.00000,0.91829,0.59375,0.60534
5.25000,0.92220,0.59382,0.60623
5.50000,0.90466,0.59495,0.60534
5.75000,0.91595,0.59180,0.60599
6.00000,0.89932,0.60228,0.60386
6.25000,0.91805,0.58936,0.60541
6.50000,0.91667,0.59342,0.60590
6.75000,0.90707,0.59657,0.60510
7.00000,0.90866,0.59278,0.60513
7.25000,0.91352,0.59174,0.60566
7.50000,0.91417,0.59571,0.60560
7.75000,0.91433,0.58932,0.60634
8.00000,0.91248,0.59952,0.60549
8.25000,0.90157,0.59915,0.60407
8.50000,0.90859,0.59572,0.60404
8.75000,0.91227,0.59985,0.60382
9.00000,0.92171,0.59372,0.60514
9.25000,0.91368,0.59754,0.60498
9.50000,0.90840,0.59707,0.60451
9.75000,0.90820,0.59667,0.60421
10.00000,0.90866,0.59513,0.60422
10.25000,0.90513,0.59771,0.60364
10.50000,0.90485,0.59636,0.60337
10.75000,0.91241,0.59430,0.60403
11.00000,0.91138,0.59675,0.60411
11.25000,0.91219,0.59152,0.60487
11.50000,0.90594,0.59292,0.60473
11.75000,0.90978,0.59367,0.60485
12.00000,0.91608,0.59699,0.60503
12.25000,0.90596,0.59447,0.60466
12.50000,0.90557,0.59710,0.60405
12.75000,0.90760,0.59053,0.60458
13.00000,0.90639,0.59270,0.60460
13.25000,0.91040,0.59372,0.60480
13.50000,0.91843,0.59486,0.60543
13.75000,0.92265,0.59239,0.60650
14.00000,0.90398,0.59793,0.60512
14.25000,0.90004,0.59842,0.60377
14.50000,0.91641,0.59635,0.60438
14.75000,0.91143,0.59154,0.60499
15.00000,0.91346,0.59456,0.60521
15.25000,0.90926,0.59577,0.60489
15.50000,0.91339,0.59288,0.60534
15.75000,0.90692,0.59658,0.60470
16.00000,0.91466,0.59372,0.60521
16.25000,0.90692,0.59230,0.60512
16.50000,0.91302,0.59466,0.60526
16.75000,0.91648,0.59458,0.60564
17.00000,0.90722,0.59955,0.60457
17.25000,0.91159,0.59537,0.60468
17.50000,0.91559,0.59389,0.60524
17.75000,0.90650,0.59256,0.60508
18.00000,0.90890,0.59591,0.60476
18.25000,0.91887,0.58774,0.60630
18.50000,0.90506,0.60140,0.60464
18.75000,0.90387,0.59579,0.60407
19.00000,0.91063,0.59270,0.60457
19.25000,0.90551,0.59800,0.60388
19.50000,0.91544,0.59057,0.60507
19.75000,0.90954,0.59552,0.60485
20.00000,0.90953,0.59421,0.60485
20.25000,0.91916,0.59180,0.60589
20.50000,0.90954,0.59577,0.60539
20.75000,0.91030,0.59663,0.60500
21.00000,0.90631,0.59142,0.60503
21.25000,0.90438,0.59957,0.60393
21.50000,0.90896,0.60037,0.60342
21.75000,0.91331,0.59170,0.60444
22.00000,0.91115,0.59722,0.60433
22.25000,0.92027,0.59163,0.60564
22.50000,0.90211,0.59530,0.60468
22.75000,0.90605,0.59777,0.60402
23.00000,0.90851,0.58921,0.60480
23.25000,0.91563,0.59505,0.60519
23.50000,0.90663,0.59532,0.60472
23.75000,0.91665,0.59295,0.60547
24.00000,0.90574,0.59879,0.60443
24.25000,0.90242,0.60159,0.60311
24.50000,0.90446,0.59308,0.60336
24.75000,0.91206,0.59182,0.60429
