time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,1096,0.1561,0.1470,0.2490,0.3160,0.4006,65.1200
1.5000,1097,0.1480,0.1420,0.2250,0.3050,0.4306,65.1840
1.7500,1096,0.1530,0.1430,0.2430,0.3144,0.4116,65.1520
2.0000,1097,0.1483,0.1390,0.2330,0.3044,0.4096,65.1840
2.2500,1096,0.1570,0.1490,0.2430,0.3164,0.4824,65.1520
2.5000,1097,0.1484,0.1350,0.2350,0.3204,0.5494,65.1520
2.7500,1096,0.1498,0.1430,0.2340,0.3050,0.3746,65.1520
3.0000,1096,0.1537,0.1450,0.2430,0.3154,0.3944,65.1520
3.2500,1097,0.1535,0.1440,0.2370,0.3180,0.3596,65.1840
3.5000,1097,0.1456,0.1330,0.2350,0.3054,0.5244,65.1840
3.7500,1096,0.1508,0.1380,0.2410,0.3104,0.3504,65.1520
4.0000,1096,0.1462,0.1370,0.2300,0.3150,0.3916,65.1200
4.2500,1097,0.1533,0.1420,0.2400,0.3094,0.4864,65.1840
4.5000,1097,0.1537,0.1440,0.2410,0.3204,0.5316,65.1840
4.7500,1096,0.1569,0.1490,0.2410,0.3084,0.4246,65.1520
5.0000,1097,0.1539,0.1430,0.2430,0.3134,0.5826,65.1840
5.2500,1096,0.1579,0.1470,0.2470,0.3240,0.4314,65.1200
5.5000,1097,0.1518,0.1400,0.2430,0.3070,0.4026,65.1520
5.7500,1096,0.1510,0.1410,0.2350,0.3140,0.5536,65.2160
6.0000,1097,0.1509,0.1400,0.2430,0.3074,0.3976,65.1520
6.2500,1096,0.1491,0.1380,0.2400,0.3120,0.4904,65.1520
6.5000,1097,0.1528,0.1430,0.2360,0.3184,0.3906,65.1840
6.7500,1096,0.1500,0.1380,0.2360,0.3220,0.4564,65.1520
7.0000,1096,0.1473,0.1360,0.2360,0.3114,0.5766,65.1520
7.2500,1097,0.1521,0.1430,0.2410,0.3130,0.3566,65.1840
7.5000,1097,0.1525,0.1420,0.2420,0.3074,0.5336,65.1520
7.7500,1096,0.1500,0.1390,0.2340,0.3060,0.4506,65.1520
8.0000,1097,0.1489,0.1390,0.2350,0.3060,0.4256,65.1840
8.2500,1096,0.1542,0.1470,0.2390,0.3060,0.3706,65.1520
8.5000,1097,0.1530,0.1460,0.2330,0.3104,0.4406,65.1840
8.7500,1095,0.1520,0.1440,0.2360,0.3064,0.4164,65.0880
9.0000,1098,0.1531,0.1460,0.2360,0.3084,0.5516,65.2480
9.2500,1096,0.1532,0.1420,0.2440,0.3104,0.4756,65.1200
9.5000,1096,0.1449,0.1320,0.2300,0.3104,0.4706,65.1520
9.7500,1097,0.1524,0.1410,0.2400,0.3054,0.4716,65.1840
10.0000,1097,0.1475,0.1380,0.2300,0.3010,0.4954,65.1840
10.2500,1096,0.1510,0.1400,0.2420,0.3230,0.4974,65.1520
10.5000,1097,0.1520,0.1430,0.2390,0.3164,0.4606,65.1520
10.7500,1096,0.1496,0.1410,0.2310,0.3194,0.4534,65.1520
11.0000,1096,0.1575,0.1490,0.2480,0.3150,0.4316,65.1520
11.2500,1097,0.1519,0.1410,0.2450,0.3214,0.3696,65.1840
11.5000,1096,0.1549,0.1460,0.2480,0.3160,0.4864,65.1520
