time_s,n_pkts,mean_ms,p50_ms,p90_ms,p99_ms,max_ms,tput_mbps
1.2500,14616,2.0497,1.8169,3.4293,4.4626,4.9010,467.7120
1.5000,14709,2.1743,1.9380,3.6281,4.4495,4.7370,470.6880
1.7500,14648,2.2846,2.0614,3.8060,4.4910,4.8410,468.7360
2.0000,14744,2.1898,1.9490,3.6830,4.5430,4.9200,471.8080
2.2500,14652,2.2755,2.0468,3.8394,4.5580,4.9330,468.8640
2.5000,14748,2.2265,2.0070,3.6973,4.5070,4.9380,471.9360
2.7500,14756,2.2038,1.9390,3.7270,4.4790,4.7360,472.1920
3.0000,14697,2.2073,2.0040,3.6280,4.4240,4.6640,470.3040
3.2500,14712,2.3479,2.1540,3.8340,4.5270,4.8110,470.7840
3.5000,14687,2.2819,2.0640,3.8056,4.5906,5.1670,469.9840
3.7500,14730,2.2187,1.9820,3.7300,4.4980,4.8510,471.3600
4.0000,14676,2.1801,1.8680,3.7560,4.5100,4.7840,469.6320
4.2500,14684,2.2305,2.0153,3.7380,4.5522,4.9960,469.8880
4.5000,14645,1.9921,1.7100,3.3650,4.3670,4.7000,468.6400
4.7500,14725,2.2519,2.0220,3.7530,4.5200,4.7850,471.2000
5.0000,14746,2.1883,1.9459,3.7090,4.5470,4.9740,471.8720
5.2500,14744,2.2673,2.0196,3.8040,4.5300,4.8050,471.8080
5.5000,14715,2.3448,2.1108,3.9210,4.5610,4.8910,470.8800
5.7500,14597,2.2544,2.0393,3.7500,4.5540,4.8720,467.1040
6.0000,14728,2.2887,2.1153,3.7320,4.5300,4.9330,471.2960
6.2500,14671,2.3211,2.1460,3.7705,4.5056,4.8130,469.4720
6.5000,14793,2.2484,2.0330,3.7400,4.5165,4.7820,473.3760
6.7500,14735,2.4804,2.3216,4.0060,4.6180,4.9740,471.5200
7.0000,14717,2.1066,1.8527,3.5470,4.4550,4.7020,470.9440
7.2500,14652,2.2072,1.9957,3.6520,4.5100,4.7480,468.8640
7.5000,14676,2.1405,1.8440,3.6700,4.4730,4.7650,469.6320
7.7500,14714,2.2826,2.0510,3.8319,4.5770,4.7930,470.8480
8.0000,14768,2.0186,1.7390,3.4429,4.4580,4.7450,472.5760
8.2500,14678,2.2930,2.0628,3.8420,4.5870,4.8370,469.6960
8.5000,14737,2.3998,2.2020,3.9908,4.6440,4.9630,471.5840
8.7500,14684,2.3616,2.1490,3.9010,4.5710,4.9450,469.8880
