time_s,co0_ap,co1_ap,p_tid1
1.00000,0.00487,0.00287,1.00000
1.25000,0.46813,0.39567,1.00000
1.50000,0.57469,0.43266,1.00000
1.75000,0.57783,0.43063,1.00000
2.00000,0.57759,0.43013,1.00000
2.25000,0.57716,0.43265,1.00000
2.50000,0.57784,0.42857,1.00000
2.75000,0.57499,0.43460,1.00000
3.00000,0.57800,0.42893,1.00000
3.25000,0.57965,0.43010,1.00000
3.50000,0.57716,0.43022,1.00000
3.75000,0.57624,0.43445,1.00000
4.00000,0.57182,0.43434,1.00000
4.25000,0.57787,0.43148,1.00000
4.50000,0.57807,0.43200,1.00000
4.75000,0.57959,0.43040,1.00000
5.00000,0.57563,0.43295,1.00000
5.25000,0.57961,0.42872,1.00000
5.50000,0.57560,0.43086,1.00000
5.75000,0.57738,0.43209,1.00000
6.00000,0.57631,0.43111,1.00000
6.25000,0.57925,0.42903,1.00000
6.50000,0.57367,0.43314,1.00000
6.75000,0.57985,0.42892,1.00000
7.00000,0.57384,0.43432,1.00000
7.25000,0.57792,0.43061,1.00000
7.50000,0.57573,0.43432,1.00000
7.75000,0.57579,0.43101,1.00000
8.00000,0.57446,0.43270,1.00000
8.25000,0.57406,0.43271,1.00000
8.50000,0.57680,0.42995,1.00000
8.75000,0.57991,0.43013,1.00000
9.00000,0.57740,0.43059,1.00000
9.25000,0.57815,0.43062,1.00000
9.50000,0.57661,0.43240,1.00000
9.75000,0.57361,0.43201,1.00000
10.00000,0.57423,0.43354,1.00000
10.25000,0.57305,0.43149,1.00000
10.50000,0.57739,0.43129,1.00000
10.75000,0.57934,0.42989,1.00000
11.00000,0.57681,0.43147,1.00000
11.25000,0.57781,0.42988,1.00000
11.50000,0.58069,0.42805,1.00000
11.75000,0.57811,0.42955,1.00000
12.00000,0.57520,0.43304,1.00000
12.25000,0.57587,0.42966,1.00000
12.50000,0.57633,0.43155,1.00000
12.75000,0.57940,0.42822,1.00000
13.00000,0.57352,0.43480,1.00000
13.25000,0.57791,0.43217,1.00000
13.50000,0.57464,0.43300,1.00000
13.75000,0.57740,0.43138,1.00000
14.00000,0.57501,0.43208,1.00000
14.25000,0.57588,0.43075,1.00000
14.50000,0.57840,0.42749,1.00000
14.75000,0.57886,0.43053,1.00000
15.00000,0.57632,0.43245,1.00000
15.25000,0.57642,0.43180,1.00000
15.50000,0.57595,0.43260,1.00000
15.75000,0.57352,0.43447,1.00000
16.00000,0.57703,0.43322,1.00000
16.25000,0.57762,0.43212,1.00000
16.50000,0.57528,0.43354,1.00000
16.75000,0.57959,0.43146,1.00000
17.00000,0.57574,0.43204,1.00000
17.25000,0.57998,0.42854,1.00000
17.50000,0.57500,0.43410,1.00000
17.75000,0.58113,0.42899,1.00000
18.00000,0.57797,0.43011,1.00000
18.25000,0.57809,0.43191,1.00000
18.50000,0.57716,0.42980,1.00000
18.75000,0.57433,0.43285,1.00000
19.00000,0.57409,0.43280,1.00000
19.25000,0.57508,0.43497,1.00000
19.50000,0.57792,0.43128,1.00000
19.75000,0.57818,0.43140,1.00000
20.00000,0.58089,0.42789,1.00000
20.25000,0.57559,0.43267,1.00000
20.50000,0.57696,0.42910,1.00000
20.75000,0.57935,0.43023,1.00000
21.00000,0.57650,0.43190,1.00000
21.25000,0.57757,0.43114,1.00000
21.50000,0.57846,0.43085,1.00000
21.75000,0.57265,0.43647,1.00000
22.00000,0.57185,0.43367,1.00000
22.25000,0.57544,0.43415,1.00000
22.50000,0.57386,0.43704,1.00000
22.75000,0.57397,0.43147,1.00000
23.00000,0.57317,0.43467,1.00000
23.25000,0.57620,0.43389,1.00000
23.50000,0.57734,0.42881,1.00000
23.75000,0.57798,0.42939,1.00000
24.00000,0.57529,0.43117,1.00000
24.25000,0.57733,0.43030,1.00000
24.50000,0.57628,0.43245,1.00000
24.75000,0.57426,0.43399,1.00000
